week,showRange,rnum,rank,movieNm,audiAcc,audiCnt,openDt,scrnCnt,showCnt,salesChange,rankOldAndNew,salesAmt,salesShare,audiChange,movieCd,audiInten,rankInten,salesAcc,salesInten
201751,20171218~20171224,10,10,더 크리스마스,31468,30958,2017-12-21,158,730,5823.8,OLD,227355900,0.4,5970.2,20176022,30448,55,231193900,223517900
201752,20171225~20171231,1,1,신과함께-죄와 벌,8539530,4980778,2017-12-20,1912,52781,38.0,OLD,39580227963,55.2,40.4,20150976,1432498,0,68350781432,10891872694
201752,20171225~20171231,2,2,1987,1942083,1913920,2017-12-27,1299,27490,7387.1,OLD,15014159037,21.0,8132.3,20170590,1890671,10,15254056037,14813626037
201752,20171225~20171231,3,3,강철비,4014301,857437,2017-12-14,909,14158,-43.3,OLD,6754460944,9.4,-43.3,20170402,-654283,-1,31994948566,-5151600662
201752,20171225~20171231,4,4,위대한 쇼맨,815055,422630,2017-12-20,658,8140,5.5,OLD,3409088869,4.8,8.4,20179462,32626,-1,6660981200,178533538
201752,20171225~20171231,5,5,극장판 포켓몬스터 너로 정했다!,415253,225479,2017-12-21,614,4412,18.7,OLD,1686888400,2.4,19.6,20174965,36876,0,3117515700,266241100
201752,20171225~20171231,6,6,몬스터 패밀리,341630,189933,2017-12-21,617,3688,28.4,OLD,1405103200,2.0,28.4,20176082,42063,0,2531272700,311144700
201752,20171225~20171231,7,7,뽀로로 극장판 공룡섬 대모험,773748,113554,2017-12-07,389,1963,14.4,OLD,857831000,1.2,11.3,20174846,11511,0,5848934600,107802400
201752,20171225~20171231,8,8,원더,81680,78694,2017-12-27,178,2810,4221.6,OLD,608224700,0.8,4499.3,20176947,76983,25,632389700,594150700
201752,20171225~20171231,9,9,스타워즈: 라스트 제다이,946547,72280,2017-12-14,398,1644,-65.1,OLD,749445300,1.0,-69.3,20170443,-162940,-5,8535886061,-1396663175
201752,20171225~20171231,10,10,극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,36450,31562,2017-12-28,191,1118,545.5,OLD,242311100,0.3,545.7,20177479,26674,13,279848900,204773300
201801,20180101~20180107,1,1,신과함께-죄와 벌,11502422,2962892,2017-12-20,1644,42723,-38.8,OLD,24221787905,40.7,-40.5,20150976,-2017886,0,92572569337,-15358440058
201801,20180101~20180107,2,2,1987,4089397,2147314,2017-12-27,1097,32523,17.2,OLD,17594228895,29.6,12.2,20170590,233394,0,32848284932,2580069858
201801,20180101~20180107,3,3,쥬만지: 새로운 세계,894556,891982,2018-01-03,791,15775,58682.6,OLD,7321375650,12.3,59604.3,20171909,890488,31,7342470650,7308920650
201801,20180101~20180107,4,4,페르디난드,355781,354123,2018-01-03,698,6439,146065.0,OLD,2613430300,4.4,118733.2,20177104,353825,60,2625680300,2611642300
201801,20180101~20180107,5,5,강철비,4350754,336453,2017-12-14,602,8281,-59.9,OLD,2710627900,4.6,-60.8,20170402,-520984,-2,34705576466,-4043833044
201801,20180101~20180107,6,6,위대한 쇼맨,1072365,257310,2017-12-20,444,5713,-37.5,OLD,2130132400,3.6,-39.1,20179462,-165320,-2,8791113600,-1278956469
201801,20180101~20180107,7,7,극장판 포켓몬스터 너로 정했다!,498528,83275,2017-12-21,417,1991,-63.3,OLD,618265800,1.0,-63.1,20174965,-142204,-2,3735781500,-1068622600
201801,20180101~20180107,8,8,원더,147685,66005,2017-12-27,183,2247,-12.8,OLD,530596545,0.9,-16.1,20176947,-12689,0,1162986245,-77628155
201801,20180101~20180107,9,9,몬스터 패밀리,394168,52538,2017-12-21,342,1332,-72.5,OLD,386190500,0.6,-72.3,20176082,-137395,-3,2917463200,-1018912700
201801,20180101~20180107,10,10,뽀로로 극장판 공룡섬 대모험,812679,38931,2017-12-07,195,1031,-66.0,OLD,291952700,0.5,-65.7,20174846,-74623,-3,6140887300,-565878300
201802,20180108~20180114,1,1,1987,5787078,1697681,2017-12-27,1122,30795,-21.6,OLD,13798532013,33.2,-20.9,20170590,-449633,1,46646816945,-3795696882
201802,20180108~20180114,2,2,신과함께-죄와 벌,12844254,1341832,2017-12-20,1182,29884,-55.8,OLD,10715316400,25.8,-54.7,20150976,-1621060,-1,103287885737,-13506471505
201802,20180108~20180114,3,3,코코,849992,843795,2018-01-11,1177,14907,25359.4,OLD,6941748696,16.7,27119.2,20179985,840695,18,7006824696,6914482696
201802,20180108~20180114,4,4,쥬만지: 새로운 세계,1519014,624458,2018-01-03,736,17258,-31.6,OLD,5010639491,12.1,-30.0,20171909,-267524,-1,12353110141,-2310736159
201802,20180108~20180114,5,5,페르디난드,496015,140234,2018-01-03,568,5535,-62.4,OLD,983446600,2.4,-60.4,20177104,-213889,-1,3609126900,-1629983700
201802,20180108~20180114,6,6,위대한 쇼맨,1211955,139590,2017-12-20,377,4057,-46.1,OLD,1147426300,2.8,-45.8,20179462,-117720,0,9938539900,-982706100
201802,20180108~20180114,7,7,다운사이징,125433,125047,2018-01-11,511,5554,44176.9,OLD,1044050204,2.5,47627.9,20173547,124785,56,1047400204,1041692204
201802,20180108~20180114,8,8,강철비,4436257,85503,2017-12-14,454,4028,-75.5,OLD,665143200,1.6,-74.6,20170402,-250950,-3,35370719666,-2045484700
201802,20180108~20180114,9,9,원더,179828,32143,2017-12-27,149,1524,-51.5,OLD,257383800,0.6,-51.3,20176947,-33862,-1,1420370045,-273212745
201802,20180108~20180114,10,10,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",22051,21833,2018-01-11,390,2629,9668.0,OLD,170354400,0.4,9915.1,20177602,21615,58,172098400,168610400
201803,20180115~20180121,1,1,메이즈 러너: 데스 큐어,1265995,1262269,2018-01-17,1090,21097,25733.3,OLD,10541372563,25.5,33777.3,20175054,1258543,19,10582177863,10500567263
201803,20180115~20180121,2,2,코코,1803049,953057,2018-01-11,1009,18966,6.5,OLD,7391428137,17.8,12.9,20179985,109262,1,14398252833,449679441
201803,20180115~20180121,3,3,그것만이 내 세상,911370,898369,2018-01-17,861,17397,8191.8,OLD,7378496690,17.8,8263.1,20176104,887627,8,7487649690,7289511690
201803,20180115~20180121,4,4,1987,6668419,881341,2017-12-27,1042,22423,-48.6,OLD,7093843800,17.1,-48.1,20170590,-816340,-3,53740660745,-6704688213
201803,20180115~20180121,5,5,신과함께-죄와 벌,13542342,698088,2017-12-20,948,17570,-48.5,OLD,5513274900,13.3,-48.0,20150976,-643744,-3,108801160637,-5202041500
201803,20180115~20180121,6,6,쥬만지: 새로운 세계,1684677,165663,2018-01-03,632,7163,-74.4,OLD,1283683723,3.1,-73.5,20171909,-458795,-2,13636793864,-3726955768
201803,20180115~20180121,7,7,위대한 쇼맨,1280953,68998,2017-12-20,237,1821,-50.8,OLD,564591500,1.4,-50.6,20179462,-70592,-1,10503131400,-582834800
201803,20180115~20180121,8,8,페르디난드,523260,27245,2018-01-03,318,1306,-81.9,OLD,178083400,0.4,-80.6,20177104,-112989,-3,3787210300,-805363200
201803,20180115~20180121,9,9,원더,204774,24946,2017-12-27,95,962,-28.6,OLD,183718000,0.4,-22.4,20176947,-7197,0,1604088045,-73665800
201803,20180115~20180121,10,10,다운사이징,148821,23388,2018-01-11,451,2610,-82.9,OLD,178670900,0.4,-81.3,20173547,-101659,-3,1226071104,-865379304
